Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Sex_of_driver_encoded,Owner_of_vehicle_Organization,Owner_of_vehicle_Other,Owner_of_vehicle_Owner,Accident_severity_encoded,Time_seconds,Time_binned,Number_of_vehicles_scaled,Number_of_casualties_scaled,Number_of_casualties_decimal_scaled,Time_scaled
19:10:00,Saturday,Under 18,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Pedestrian,Female,31-50,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,1,0.0,0.0,1.0,0.0,69000,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.69
16:45:00,Wednesday,18-30,Male,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,18-30,2,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,60300,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.603
16:45:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Taxi,Owner,Unknown,No defect,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,60300,Sore,0.16666666666666666,-0.5442638586190858,0.1,0.603
18:18:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Passenger,Female,Under 18,3,Employee,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,65880,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.6588
18:18:00,Wednesday,Under 18,Male,Above high school,Employee,5-10yr,Automobile,Owner,5-10yrs,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,65880,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.6588
13:35:00,Tuesday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,  Recreational areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,48900,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.489
13:35:00,Tuesday,Unknown,Male,Elementary school,Employee,2-5yr,Long lorry,Governmental,Unknown,No defect,Office areas,other,Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Pedestrian,Female,Under 18,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury,1,0.0,0.0,0.0,0.0,48900,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.489
10:30:00,Monday,Over 51,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,5-10yrs,No defect, Industrial areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,37800,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.378
10:30:00,Monday,Over 51,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Driving at high speed,Slight Injury,1,0.0,0.0,1.0,0.0,37800,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.378
16:55:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,1,0.0,0.0,1.0,0.0,60900,Sore,0.16666666666666666,4.420299674748312,0.6,0.609
16:55:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Other,Governmental,Above 10yr,No defect,Residential areas,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,0.0,0.0,60900,Sore,0.16666666666666666,4.420299674748312,0.6,0.609
16:55:00,Monday,Under 18,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,1-2yr,No defect, Industrial areas,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,Pedestrian,Female,18-30,2,Employee,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,60900,Sore,0.16666666666666666,4.420299674748312,0.6,0.609
16:55:00,Monday,Under 18,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,6,Going straight,Pedestrian,Male,Over 51,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,60900,Sore,0.16666666666666666,4.420299674748312,0.6,0.609
16:55:00,Monday,Under 18,Male,Above high school,Owner,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,60900,Sore,0.16666666666666666,4.420299674748312,0.6,0.609
16:55:00,Monday,Under 18,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,6,Getting off,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,60900,Sore,0.16666666666666666,4.420299674748312,0.6,0.609
15:30:00,Tuesday,31-50,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Escarpments,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Moving Backward,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,55800,Sore,0.16666666666666666,0.44864884805439376,0.2,0.558
15:30:00,Tuesday,31-50,Male,High school,Employee,2-5yr,Long lorry,Owner,Above 10yr,No defect,Office areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,1,0.0,0.0,1.0,0.0,55800,Sore,0.16666666666666666,0.44864884805439376,0.2,0.558
15:30:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Public (> 45 seats),Owner,1-2yr,No defect,Office areas,Undivided Two way,Escarpments,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,1,0.0,0.0,1.0,0.0,55800,Sore,0.16666666666666666,0.44864884805439376,0.2,0.558
19:45:00,Tuesday,Unknown,Male,Junior high school,Employee,Below 1yr,Public (> 45 seats),Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,1.0,0.0,71100,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.711
19:45:00,Tuesday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,1,0.0,0.0,1.0,0.0,71100,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.711
13:54:00,Friday,31-50,Male,Junior high school,Owner,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,50040,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.5004
13:54:00,Friday,Under 18,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Above 10yr,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury,1,0.0,0.0,1.0,0.0,50040,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.5004
16:40:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Other,Owner,5-10yrs,No defect,Residential areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Rollover,3,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,1,0.0,0.0,1.0,0.0,60000,Sore,0.33333333333333337,-0.5442638586190858,0.1,0.6
16:40:00,Sunday,Unknown,Male,Elementary school,Employee,No Licence,Public (12 seats),Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,3,1,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,60000,Sore,0.33333333333333337,-0.5442638586190858,0.1,0.6
16:40:00,Sunday,Unknown,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,No defect, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,60000,Sore,0.33333333333333337,-0.5442638586190858,0.1,0.6
0:20:00,Friday,Unknown,Male,Junior high school,Owner,Above 10yr,Stationwagen,Owner,Unknown,No defect,  Recreational areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,1200,Malam,0.16666666666666666,0.44864884805439376,0.2,0.012
0:20:00,Friday,Under 18,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,1,0.0,0.0,1.0,0.0,1200,Malam,0.16666666666666666,0.44864884805439376,0.2,0.012
0:20:00,Friday,Under 18,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,1200,Malam,0.16666666666666666,0.44864884805439376,0.2,0.012
0:20:00,Saturday,Under 18,Male,Junior high school,Owner,5-10yr,Automobile,Owner,Above 10yr,No defect,Residential areas,other,Tangent road with rolling terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,1200,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.012
0:20:00,Saturday,Unknown,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,1,0.0,0.0,1.0,0.0,1200,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.012
7:10:00,Wednesday,Under 18,Male,Junior high school,Employee,2-5yr,Automobile,Owner,2-5yrs,No defect,  Market areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining and Windy,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Male,18-30,3,Driver,Normal,Unknown or other,Getting off the vehicle improperly,Slight Injury,1,0.0,0.0,1.0,0.0,25800,Pagi,0.16666666666666666,0.44864884805439376,0.2,0.258
7:10:00,Wednesday,Under 18,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,No defect,Unknown,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining and Windy,Collision with roadside objects,2,2,Moving Backward,Pedestrian,Male,Over 51,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,25800,Pagi,0.16666666666666666,0.44864884805439376,0.2,0.258
7:10:00,Wednesday,Over 51,Male,Above high school,Employee,1-2yr,Turbo,Owner,Unknown,No defect, Industrial areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining and Windy,Vehicle with vehicle collision,2,2,Moving Backward,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,25800,Pagi,0.16666666666666666,0.44864884805439376,0.2,0.258
3:15:00,Sunday,Unknown,Female,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,0,0.0,0.0,1.0,0.0,11700,Pagi,0.0,-0.5442638586190858,0.1,0.117
13:13:00,Thursday,Unknown,Male,Junior high school,Employee,1-2yr,Other,Governmental,Below 1yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,0.0,0.0,47580,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.4758
13:13:00,Thursday,Over 51,Male,Unknown,Employee,5-10yr,Stationwagen,Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,5,3,Other,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,47580,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.4758
21:48:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Governmental,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,1,0.0,0.0,0.0,0.0,78480,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.7848
21:48:00,Monday,Under 18,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,1-2yr,No defect,Rural village areas,Undivided Two way,Gentle horizontal curve,Other,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,1,0.0,0.0,1.0,0.0,78480,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.7848
13:12:00,Saturday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Rural village areas,Undivided Two way,Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,1,0.0,0.0,1.0,0.0,47520,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.4752
13:12:00,Saturday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,1,0.0,0.0,1.0,0.0,47520,Siang,0.16666666666666666,-0.5442638586190858,0.1,0.4752
14:52:00,Monday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,1,0.0,0.0,1.0,1.0,53520,Sore,0.16666666666666666,0.44864884805439376,0.2,0.5352
14:52:00,Monday,Over 51,Male,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,1,0.0,0.0,1.0,1.0,53520,Sore,0.16666666666666666,0.44864884805439376,0.2,0.5352
18:39:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Owner,Unknown,7, Outside rural areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,67140,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.6714
18:39:00,Wednesday,Unknown,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Overtaking,Passenger,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,67140,Malam,0.16666666666666666,-0.5442638586190858,0.1,0.6714
19:45:00,Saturday,Under 18,Male,Elementary school,Employee,5-10yr,Public (12 seats),Owner,5-10yrs,5, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,3,4,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,0.0,0.0,1.0,0.0,71100,Malam,0.33333333333333337,2.434474261401353,0.4,0.711
